Hotel_name,name,rating,review
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Muhammad Iskandar,3.0,"Location was good. Easy access to mall and to get food. I appreciate the welcome drink that was available almost all the time - bir pletok, a non alcoholic local beer? However, room was noisy. I could hear people from rooms beside me talking almost all the time - luckily it was just talks... U know what I mean... Variety of food for breakfast was OK. But I had to wait for almost 15 minutes for omelette - standing. And nobody offered to send to my table. Poor service I'd say for a hotel this standard."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,pakdhe suprat,5.0,"good location,clean and good food n beverage/nice breakfast, kinds choosing of foodRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Kris Hadis,4.0,"Still my favorite hotel in Semarang due to the great service attitude from the staff. However, the bathrooms need a total refurbishment as they are old and some parts are broken. The amenities are very standard and lacking, for a so called 4 star hotel."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,MPC Autowork TV,4.0,"Sure the hotel is quite a hotel, but it is starting to show it's age. Nonetheless it is one of the best hotel in town. Located in the heart of Semarang's iconic Simpang Lima, this hotel is connected to a mall next to it. So, when the you're lack of supplies and clothings then this is the hotel for you. It has a decent bakery and restaurant."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Theo Hari,5.0,Luxurious and modern hotel in Semarang. Integrated with a good mall with branded stuff.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Edwin Nugroho,4.0,"As of the star level of this hotel, im gonna give it 4 stars too.. Hotel with a super great location. Located in the heart of the Semarang City and surrounded by 2 malls beside this Hotel. And you can also have so many culinary at the tavern around simpang 5. So much pleasures you can get when you stay here. But i think the hotel needs a renovation and newer design and furnishing stuff. So it will be more comfortable to stay at. Anyway so much satisfied to stay here. Thank you Ciputra Hotel."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Citra Widuri,4.0,"Came here only for workshop, and stayed at other place. So far so good, this hotel has direct access to the mall, and the hospitality was great. Once i left my charger and they saved it, roll it with some tape diligently.. I never did that to mine though.. Haha.."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Ajie Isdianto,3.0,"Pretty good for an old building. But be aware that the online booking service provides no options to choose between smoking or non-smoking room, you have to make the optional request probably by phone or e-mail. Because I checked-in late at night, they don't have a non-smoking room available, I had to stay for a night in a smoking room that doesn't have exhaust system nor windows that can be opened. Thankfully the problem resolved in the next morning."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Shane Faulkwell,5.0,"The hotel is a little dated, but it's always a nice place to stay in Semarang."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Iqbal Bagus Alfiansyah,5.0,"Stayed here last July for two nights with my family. I had also stayed here in 2010, nine years prior (!). The hotel remains as a gem in central Semarang, situated just across Simpang Lima and directly connected to Mall Ciputra. Our spacious room was on the tenth floor with the Executive Lounge located just next to the lift corridor. Plenty of choices of breakfast, although the restaurant itself is actually quite small. The pool is located on the 4th floor but I did not try it out"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Sometimes Forgot,1.0,"Not recommend!!! 1st- Terrible experiance at this hotel! Got the smoking room even I book the non smoking room. 2nd- Swimming pool is not clean, I got red eyes after the swimming. 3rd- Too many people on today morning, so I had 3 eggs only during breakfast. No food even I pay the breakfast!!!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Nikodemus Gunawan,5.0,"the room with its carpet flooring and its sense of contemporary feeling from the overall furnishing are the reasons I like this particular hotel and even though the room is a little small, the fact that it was built next to the mall still make it worth staying here"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Abi Abii,5.0,"( I stayed in Executive room for a night) +super good room condition +the executive lounge quiet luxury +variety of breakfast meals +very professional staffs, from the bellman to the front desk. :) +connected to the mall +nice pool for me, this hotel deserves for medium size five-stars hotel."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,YSF MPK,3.0,"Need to improve the furniture, kind of old and a bit dirty. The wifi was also very slow and didnt connect properly. The towel was also not comfortable to use, since it colour changed. But overall, i enjoyed my stay."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Isna,4.0,The key selling point of this hotel is location. Where it was straight to simpang lima. Has its own connected door to the mall. Room is not as spacious as I expected. But the room facilities are almost complete. Breakfast tasted standard for me. Receptionist area was big enough. Staff were so helpfull
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Regy Silitonga,5.0,"hotel in semarang..thats word we descripted for this hotel. My family stay 4 days 3 night with open 2 superior room from 23-26 dec 2019 , the room is very clean and neat. The reception is very good serve and inform when we check in. All service from their staff is excellent, very humble,helpfull our family. One note from my family is the breakfast is delicious ( not too much variant but all taste "" enak banget"" 😊 )..thank you for hospitally our family when we stay there."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Brian Nurharjadi,3.0,"If you're only a staff level employee, this hotel it's the place you want to stay to understand why your boss like their money so much. Beware it will take all your monthly payment just for 2 night (Semarang UMR)."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Avissa Suseno,4.0,"Been staying at this hotel for about 4 nights. It's 5 stars hotel that's opposite to Simpang Lima. It was quite a good experience since they provided us with the daily welcome drink that was Beer Plethok (Traditional beverage) at the lobby and you can take it as much as you wanted. They also provided you with toiletries everyday, kettle, coffee and tea bag, cup and glass. Unfortunately the shower wasn't as heavy as we expected and also the room wasn't opposite to Simpang Lima. This hotel also can help you to access to the Citraland Mall from the lobby since they have door that can lead you to the mall straight away. You don't have to pay for deposit, that's good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Efendi S,5.0,"The best hotel (location) in Semarang. Its connected to the one of the biggest mall in this area. For breakfast menu is very good and many choice.Make sure if you have any plans to stay here, book for your room facing of Simpang Lima, then you get a best view."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,tomiputra,4.0,"Nice room, but food was medicore. Found bugs in my room. A good staff give me more water and exchange glasses for the bugs. Tv only having like 8-10 channels. Feels like 3 star hotels but giving 4 for staff hospitality"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Muna Sungkar,4.0,Very recommended hotel in Semarang due to its strategic location. It is literary located in the center of Semarang amd it connected to one of the biggest mall kn the city. The restaurant (gallery resto) serves delicious food. The room was comfy and the staff are friendlyRooms: 4/5 | Service: 4/5 | Location: 4/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Rully Pohan,5.0,"a good hotel, services, rooms dan location but they put carpet in the room which is not suitable for a person with asthmatic and allergic like myself"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Fajar Kurniawan,4.0,"Great hotel with a great view. Located in the center of Semarang City, this hotel so good. This hotel near from mall, foodcourt, mosque, church, and so many fasilities. But the parking area is so small and sometimes the parking area is mixed with parking for mall visitor. But over all is good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Siska Indah Septiana,3.0,"Nice place to sleep, good room facility, in room dining not worth the price, in room service takes a long time be done. Parking area really small, if you dont get the parking lot you have to pay one of for the valley service (not communicated ahead). During Ramadhan you will get Ifthar snacks and its quite proper. Receptionist and housekeeping is friendly, the parking staff some is not too friendly and quite annoying."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Bastian Septha,5.0,"This heart of the city located hotel is the perfect place where you have to stay while in Semarang. Stand infront of Simpang Lima, the iconic venue in Semarang, Ciputra Hotel served you the best they have. Integrated with the shopping mall is another advantage of this hotel. I love the food so much, especially during breakfast. They served the best local that mixed by international foods and ofcourse in various kind of foods that you can choose. The minor issue for this five stars 🌟🌟🌟🌟🌟 hotel is the swimming pool so tiny and they fitness center still use ""an old"" equipments. But overall, staying in Ciputra Hotel while in Semarang is the best choice and worthed. I'm highly recommended this hotel."
